"region","age","locfit","conf5","conf95"
"ISM",50,2.10956481691864,1.41656524310608,2.43189028202007
"ISM",150,1.8847192055478,1.4792540667308,2.29049628603015
"ISM",250,1.6671634982591,1.17505108467229,2.16044673721701
"ISM",350,1.46992380103668,0.877026453947307,2.0665819220945
"ISM",450,1.31025176937986,0.654973641951132,2.03461563034157
"ISM",550,1.2095385078749,0.550259850775799,2.12615808458046
"ISM",650,1.17221287819863,0.425548686188858,2.29501724226986
"ISM",750,1.21115186913457,0.34478787412793,2.4920044725815
"ISM",850,1.30879680272334,0.364539692307295,2.71829523559944
"ISM",950,1.30752791698035,0.325351437540718,2.72524319166544
"ISM",1050,1.23144163964055,0.211489635831428,2.40120460366708
"ISM",1150,1.14761669071144,0.160764007351065,2.22690811335756
"ISM",1250,1.04647801180089,0.119555325287828,2.05086442852336
"ISM",1350,0.89633916224028,0.0367192752416183,1.78605108812415
"ISM",1450,0.749883770653145,-0.0821188849757072,1.57266292006433
"ISM",1550,0.664025713202913,-0.102002906945026,1.40289645007277
"ISM",1650,0.604518933794224,-0.00798962271696411,1.23234994369131
"ISM",1750,0.533897897810439,0.0353412242839923,1.06297120459026
"ISM",1850,0.47379105265192,0.0636834628708282,0.88767460163238
"ISM",1950,0.496245188923465,0.216448824082326,0.871383528053108
"ISM",2050,0.602756596156375,0.31358903277808,0.975320962943415
"ISM",2150,0.713601473969894,0.257524654965676,1.16926527941429
"ISM",2250,0.805959905259789,0.205235631392749,1.42378278903648
"ISM",2350,0.864342971518263,0.147311592573399,1.61283926984385
"ISM",2450,0.830884607663624,0.0703998083835141,1.58495359308584
"ISM",2550,0.705223855681211,0.00334696278139307,1.36675874075986
"ISM",2650,0.569259362748529,-0.032215187209083,1.15033582082537
"ISM",2750,0.454219536230743,-0.0675479083582921,0.937648821702581
"ISM",2850,0.366190830535699,-0.0812957673293447,0.761042722573279
"ISM",2950,0.308182892893042,-0.0390490277838324,0.629134684075177
"ISM",3050,0.274466368833823,0.00670749553785845,0.51991942412278
"ISM",3150,0.242728791666625,0.0664658848431521,0.44436196204791
"ISM",3250,0.215162270025594,0.0592193395402165,0.395417256708893
"ISM",3350,0.172709934050564,-0.0475568415714384,0.399881772086062
"ISM",3450,0.085210948618182,-0.194462476077836,0.358271884556283
"ISM",3550,-0.0313246273007778,-0.339487657414715,0.269277459864664
"ISM",3650,-0.128708425318665,-0.405811904551505,0.183935503822524
"ISM",3750,-0.209466731134858,-0.46538776407132,0.12256706256155
"ISM",3850,-0.250492576116257,-0.57489508489131,0.147172364127349
"ISM",3950,-0.23211283172374,-0.647684996626785,0.256399354460901
"ISM",4050,-0.190132556395456,-0.702185295311964,0.386387703510072
"ISM",4150,-0.187046602842536,-0.773432672485163,0.469481799006773
"ISM",4250,-0.204160247633304,-0.755928975315235,0.486754373190301
"ISM",4350,-0.222848623241038,-0.630324593934085,0.427774279071991
"ISM",4450,-0.266049706044602,-0.618230476079512,0.27857749301763
"ISM",4550,-0.355667121205359,-0.797349208353126,0.0316584864939165
"ISM",4650,-0.457603736977453,-0.935838800216478,-0.195731116341464
"ISM",4750,-0.552543443308931,-1.0556599307797,-0.0651540385484225
"ISM",4850,-0.618503123464163,-1.14175284088565,0.0128915703134356
"ISM",4950,-0.646165899855307,-1.16147157170709,0.0211544099638295
"ISM",5050,-0.635139617532432,-1.10706712281045,-0.0291715870153594
"ISM",5150,-0.58995358624739,-0.99164756133735,-0.100785482145219
"ISM",5250,-0.523869025322273,-0.830560953221628,-0.192305317195059
"ISM",5350,-0.510834801256827,-0.715178747833913,-0.29409960276918
"ISM",5450,-0.576649851964069,-0.813874883649941,-0.336627044671232
"ISM",5550,-0.707670284056738,-0.994044431488375,-0.371651512486307
"ISM",5650,-0.90753203180172,-1.2044291210644,-0.494038625119314
"ISM",5750,-1.18281867827132,-1.5220586388468,-0.661620884925719
"ISM",5850,-1.41398208256607,-1.89334410401776,-0.786315536081274
"ISM",5950,-1.57390833237503,-2.15529891624552,-0.914356503497952
"ISM",6050,-1.68330905295757,-2.37511168127195,-0.860957560153613
"ISM",6150,-1.71122879825249,-2.50191333622876,-0.780858224416072
"ISM",6250,-1.64961934049265,-2.4128463141299,-0.66588126287085
"ISM",6350,-1.60867502627166,-2.35417442046563,-0.546544520373308
"ISM",6450,-1.62885214673293,-2.42060104215432,-0.439264993838155
"ISM",6550,-1.69078260290401,-2.55458164583877,-0.371118797707365
"ISM",6650,-1.76859271529429,-2.65719538222204,-0.389196624360806
"ISM",6750,-1.87435272548489,-2.74469245898626,-0.490281881733106
"ISM",6850,-1.99770519982053,-2.80738486217873,-0.631916388427125
"ISM",6950,-2.11185976130339,-2.81284373108784,-0.778471059219245
"ISM",7050,-2.20063690534388,-2.95463258619813,-0.864953775225335
"ISM",7150,-2.29126790609143,-3.20774124595937,-0.844112378799189
"ISM",7250,-2.41911423655952,-3.51199728414206,-0.762448709469047
"ISM",7350,-2.57445716784516,-3.80928479178902,-0.705739556161842
"ISM",7450,-2.72552109056969,-4.06817551252137,-0.673076330807964
"ISM",7550,-2.82005577798702,-4.2177796058872,-0.664509136924582
"ISM",7650,-2.83188379064895,-4.19133519267854,-0.704932337535703
"ISM",7750,-2.77510023779699,-3.99473021700621,-0.798461031319208
"ISM",7850,-2.62731863608184,-3.63226124879898,-0.903860971176945
"ISM",7950,-2.41961058698479,-3.17268165144657,-1.01053690713679
"SAM",50,0.191020233155321,-0.554916160073073,0.90194898918468
"SAM",150,-0.127125948069406,-0.678242050438528,0.319851663667626
"SAM",250,-0.371249241665414,-0.799684574424645,-0.0132416861640519
"SAM",350,-0.50464322651578,-0.836134402440411,-0.197088567096669
"SAM",450,-0.575566319837629,-0.838914201296421,-0.291938727019214
"SAM",550,-0.58144545965678,-0.827173563984943,-0.318906239836837
"SAM",650,-0.57293387922413,-0.827127657814665,-0.335233812077033
"SAM",750,-0.600250588426792,-0.841846050327378,-0.386833342249932
"SAM",850,-0.66164178373309,-0.873549859273513,-0.47207364525671
"SAM",950,-0.727625575850353,-0.954074283425848,-0.529938134289078
"SAM",1050,-0.785856838550492,-1.0289032685745,-0.546393199673174
"SAM",1150,-0.834171535674644,-1.12224157312731,-0.54613377287348
"SAM",1250,-0.852727085077595,-1.14752056358868,-0.567709258144375
"SAM",1350,-0.82185841649009,-1.06986049391706,-0.577100826198585
"SAM",1450,-0.760618379369802,-0.961934239374808,-0.555222488729067
"SAM",1550,-0.67436142024978,-0.855639221608205,-0.485441391265497
"SAM",1650,-0.600528877209521,-0.820391961317278,-0.382237401164133
"SAM",1750,-0.54510091823005,-0.829912759561343,-0.261118560017795
"SAM",1850,-0.492445124643006,-0.82251639165767,-0.140004675791883
"SAM",1950,-0.442795097644256,-0.784365817630601,-0.0611313752493867
"SAM",2050,-0.411163477152108,-0.751203533889572,-0.0319601125774271
"SAM",2150,-0.417187822869458,-0.742544020921361,-0.056934292485432
"SAM",2250,-0.449604939699231,-0.757850091434745,-0.102288040190035
"SAM",2350,-0.485327785524644,-0.791223915293523,-0.155265143595612
"SAM",2450,-0.5171847724357,-0.803498006800921,-0.203217904851882
"SAM",2550,-0.558741835482406,-0.829441838104402,-0.238008327649021
"SAM",2650,-0.587719525549233,-0.84691652114982,-0.258925909335105
"SAM",2750,-0.584549094315542,-0.842174895904095,-0.26518961955019
"SAM",2850,-0.557197303502925,-0.826668266752293,-0.239401627787779
"SAM",2950,-0.537455483795137,-0.820017881356063,-0.203294577584402
"SAM",3050,-0.527009492427764,-0.850064748613792,-0.17791896535891
"SAM",3150,-0.507229038755226,-0.831543084594924,-0.147860309309427
"SAM",3250,-0.483005490068987,-0.807067637706305,-0.159460197200918
"SAM",3350,-0.459173317391636,-0.758302420327712,-0.155294548703022
"SAM",3450,-0.422653082563549,-0.679327104985034,-0.157495628173189
"SAM",3550,-0.36746966715145,-0.568538683131055,-0.166387975334239
"SAM",3650,-0.332269010967904,-0.482819033145013,-0.180671423348194
"SAM",3750,-0.315584264431454,-0.437134194666555,-0.206682531102311
"SAM",3850,-0.282813254486173,-0.39427409769689,-0.182846611431179
"SAM",3950,-0.222552107921439,-0.341520089779496,-0.0869239434433039
"SAM",4050,-0.158994694941886,-0.295068147792241,0.013480217324958
"SAM",4150,-0.0768640138934208,-0.195921980850745,0.0838500760381151
"SAM",4250,0.0507183527531049,-0.0368500962756801,0.153189829115405
"SAM",4350,0.200884648024749,0.128045737460734,0.270622304803094
"SAM",4450,0.325826129198745,0.252516262720279,0.410584401695443
"SAM",4550,0.40632322756723,0.320969240201666,0.489349297018953
"SAM",4650,0.439085931191004,0.320804237998106,0.551259038972472
"SAM",4750,0.443563099616769,0.229212409309063,0.664210465046375
"SAM",4850,0.437511046823316,0.103297482976336,0.768039755952907
"SAM",4950,0.411971510946323,-0.00948250731770471,0.805607616799484
"SAM",5050,0.361728735140749,-0.112234214483462,0.794101220714899
"SAM",5150,0.324889638136285,-0.149483075980504,0.757779127192774
