"region","age","locfit","conf5","conf95"
"SAM",5250,0.308649395011932,-0.0998022497939196,0.704811779596359
"SAM",5350,0.265101592197973,-0.102116351985363,0.635752497588848
"SAM",5450,0.179070326846088,-0.220140033979902,0.53525675622066
"SAM",5550,0.0938728468258916,-0.382512901548073,0.487109624048915
"SAM",5650,0.0840609010312384,-0.450779170760545,0.499948391564781
"SAM",5750,0.129929904366226,-0.469214337298154,0.537078450063173
"SAM",5850,0.24202837746181,-0.306237635448827,0.616318751707711
"SAM",5950,0.423811513552873,0.00187610554464012,0.740845586585541
"SAM",6050,0.647239098627056,0.270783434951465,0.942034739388959
"SAM",6150,0.8487199654891,0.48986161279446,1.16618575716231
"SAM",6250,0.999698606301859,0.676584808056605,1.28911853513494
"SAM",6350,1.10963162546094,0.76630649372581,1.43305480160623
"SAM",6450,1.18631218002658,0.791998608166485,1.60718191654667
"SAM",6550,1.23369552273747,0.725414366363392,1.73623038199234
"SAM",6650,1.26485074311415,0.646550740003382,1.83355566514999
"SAM",6750,1.28905876246984,0.609962496003688,1.92232762363522
"SAM",6850,1.33059041912272,0.628826817587795,2.00069353852778
"SAM",6950,1.370208990447,0.659964256806655,2.00953026428873
"SAM",7050,1.35338067215628,0.658137681416723,1.96771307330556
"SAM",7150,1.25439848150588,0.543794715136054,1.91422594989773
"SAM",7250,1.12064391539024,0.251847131287346,1.9256560256288
"SAM",7350,1.01193380410024,-0.0624552888036611,1.98795459382589
"SAM",7450,0.902688608363071,-0.352520618117766,2.06329209495736
"SAM",7550,0.789301270274724,-0.588737746577284,2.08166193582586
"SAM",7650,0.721092753262808,-0.741899156793484,2.04754710431364
"SAM",7750,0.710493989335293,-0.782766625394515,1.99584735628115
"SAM",7850,0.677462479779678,-0.798454863097348,1.91354181423971
"SAM",7950,0.615663413219385,-0.801864103017412,1.73613190953182
"EAM",50,2.13176412521362,1.26405610433603,3.1536369184591
"EAM",150,2.13110654085499,1.33428290145671,3.06624744829865
"EAM",250,2.1335468503371,1.39469299048114,3.01426188757058
"EAM",350,2.14567712121516,1.44944146841263,2.99486850858286
"EAM",450,2.15948721067817,1.48241598671813,2.97457310203097
"EAM",550,2.17064702901165,1.50968242604777,2.9626016900885
"EAM",650,2.17962473619289,1.54641686021033,2.96267879155866
"EAM",750,2.18554458741688,1.57522935795181,2.92873528307653
"EAM",850,2.18501560661984,1.6162382993601,2.87840266116021
"EAM",950,2.17781799290112,1.62882590784619,2.85498760904219
"EAM",1050,2.16422696343287,1.62569728634111,2.82266086991525
"EAM",1150,2.14011569658685,1.60963467013706,2.78121509179091
"EAM",1250,2.10553579956398,1.57672152632596,2.72294673113608
"EAM",1350,2.05865915143582,1.52627266781348,2.66756278425525
"EAM",1450,1.98410627756222,1.47088108207598,2.58606839939972
"EAM",1550,1.8839068486181,1.40926722637352,2.43003322503249
"EAM",1650,1.78891418147124,1.35563443131273,2.29435229337947
"EAM",1750,1.70510363656153,1.30371480647186,2.1733864357163
"EAM",1850,1.62966225389494,1.26256482089657,2.04893177193573
"EAM",1950,1.58571687407631,1.2476742162133,1.9731907973652
"EAM",2050,1.58289235134749,1.26265855031823,1.96623026523867
"EAM",2150,1.58139871866728,1.27019552031134,1.95927665316248
"EAM",2250,1.55968152381762,1.24301257148368,1.92939917295825
"EAM",2350,1.52242778436783,1.18311114115953,1.90548339500982
"EAM",2450,1.4834749261059,1.12926274149954,1.8569694876448
"EAM",2550,1.43690772279772,1.07996345591676,1.81125650194037
"EAM",2650,1.3691963643944,1.01635766881443,1.75119557124862
"EAM",2750,1.28571500149308,0.936312256014742,1.67711302326619
"EAM",2850,1.19846333699249,0.854594786694342,1.58536107513049
"EAM",2950,1.10483272650336,0.769521324702417,1.50749227536818
"EAM",3050,0.990988362661272,0.652101575824783,1.40680743456565
"EAM",3150,0.876793782902399,0.542658227131436,1.29241543099962
"EAM",3250,0.781141206156219,0.469527015809661,1.17192943602121
"EAM",3350,0.7020386230568,0.418904267689291,1.05232608013643
"EAM",3450,0.617214214327207,0.375512749676563,0.915413410672927
"EAM",3550,0.518837774549166,0.32883640625624,0.743509133692
"EAM",3650,0.40841422884673,0.255453478085746,0.574057045226088
"EAM",3750,0.284258575191862,0.148655849538847,0.421881436668172
"EAM",3850,0.163030909538879,0.0360673529556619,0.300250027048597
"EAM",3950,0.0685710370722664,-0.0445617569584877,0.201095696248964
"EAM",4050,-3.35257905156663e-05,-0.11334736120953,0.127175142036123
"EAM",4150,-0.0712030276584128,-0.183229089836416,0.0427972571101547
"EAM",4250,-0.153523157569782,-0.262669185635653,-0.0366126638077332
"EAM",4350,-0.246639702658103,-0.359829020242525,-0.119761239084519
"EAM",4450,-0.347922675278958,-0.471146207559208,-0.209189442178699
"EAM",4550,-0.450742965959897,-0.591047220052878,-0.308468032158146
"EAM",4650,-0.526746837983796,-0.688248089340785,-0.366779410150825
"EAM",4750,-0.578829076055068,-0.7565630113939,-0.394923132422949
"EAM",4850,-0.637380603417357,-0.823218975989649,-0.436553991121683
"EAM",4950,-0.712100102162043,-0.919269301768324,-0.50691058255786
"EAM",5050,-0.792221817415991,-1.02206044216241,-0.559563928930375
"EAM",5150,-0.881070303719265,-1.13527948958664,-0.621026365872941
"EAM",5250,-0.990047915551511,-1.25459073464206,-0.711955506180127
"EAM",5350,-1.09986399007394,-1.39841139094034,-0.794235122202943
"EAM",5450,-1.19457416163768,-1.52258967677459,-0.856384906706919
"EAM",5550,-1.2727800996045,-1.63271573250843,-0.912464298042438
"EAM",5650,-1.33684003206694,-1.71913224758891,-0.951133395437796
"EAM",5750,-1.39238779762933,-1.78353722600468,-0.992479557620389
"EAM",5850,-1.45230021420908,-1.86497700569059,-1.03603687906389
"EAM",5950,-1.51607881108999,-1.93786086267436,-1.08845204706717
"EAM",6050,-1.58591823717443,-2.0309310660571,-1.14256078143462
"EAM",6150,-1.67807039065018,-2.14547718546213,-1.2101609695014
"EAM",6250,-1.78826525140839,-2.29325917208861,-1.30713022487539
"EAM",6350,-1.88353867888754,-2.41677673977681,-1.37855112568213
"EAM",6450,-1.95636922467662,-2.49628148573261,-1.45360085742762
"EAM",6550,-2.02211493229114,-2.57980378843837,-1.5033926445809
"EAM",6650,-2.09876946498891,-2.65306817634835,-1.56176281573208
"EAM",6750,-2.17916461253133,-2.71841667332613,-1.64869277184306
"EAM",6850,-2.26984341972855,-2.78915605610478,-1.75752037737947
"EAM",6950,-2.37131620839847,-2.87830365795761,-1.87616494448775
"EAM",7050,-2.46765527250328,-2.9635999138806,-1.98011288082136
"EAM",7150,-2.53907689038065,-3.03461626705768,-2.05341445051505
"EAM",7250,-2.58985425670535,-3.08716092660739,-2.10534792079488
"EAM",7350,-2.63242932691225,-3.12899102293306,-2.15437834604827
"EAM",7450,-2.66412265227845,-3.16078984990246,-2.15521373268281
"EAM",7550,-2.67726985479268,-3.1718600405105,-2.13616070344109
"EAM",7650,-2.67233170776138,-3.18070891698225,-2.10498233279768
"EAM",7750,-2.65277797582384,-3.19318948233436,-2.07541281688208
"EAM",7850,-2.60099343035518,-3.15719527011773,-2.02388992586471
"EAM",7950,-2.52489396267319,-3.0970169070973,-1.96396347694031
